specimen_id,source_id,study_id,data_type,material_grade,material_type,forming_route,E0,sigma_02,n,n_source,sigma_10,n_prime,sigma_u,section_type,b,h,t,t_f,t_w,L,boundary_condition,Le,Le_source,buckling_axis,buckling_axis_source,w_0,w_e,w_0_1,w_e_1,w_0_2,w_e_2,w_total,w_total_norm,N_u,reported_failure_mode,A,I_major,I_minor,R,N_cr,epsilon,section_class,cs_slenderness_norm,lambda_0,A_eff,rho_eff,N_squash,lambda_bar,chi_exp,Delta,aspect_ratio,hardening_ratio,chi_perfect,chi_kgw,chi_eurocode,N_perfect,N_kgw,N_eurocode,kgw_convergence_flag,inferred_failure_mode,anomalous_interactive_mode,flexural_scope
young2003_16,young2003,young2003_D,experimental,304,austenitic,cold_formed,191000,482.0,3.0,measured,,,,RHS,80.5,120.2,6.11,,,3600.0,fixed-fixed,1800.0,reported,minor,reported,0.826,0.0,,,,,0.826,0.0004588888888888889,612.2,,2303.2255999999998,4486276.725888186,2360836.5590745863,32.01582676966266,1373.580207622155,0.6659129309559212,2,0.864462760010228,0.4,2303.2255999999998,1.0,1110.1547392,0.8990104634969183,0.5514546561690704,0.0025235602094240838,1.493167701863354,,0.6333222110066089,0.6225099321917092,0.6572225201671322,703.0856539896092,691.0823514216967,729.6186954725094,True,global_flexural,False,True
young2006_01,young2006,young2006_A,experimental,duplex,duplex,cold_formed,226000,757.0,3.0,measured,,,854.0,SHS,39.5,40.1,1.933,,,650.0,fixed-fixed,325.0,reported,-,symmetric,1.512,0.0,,,,,1.512,0.004652307692307693,222.8,global_flexural,292.787644,70986.40198867892,69321.94379872932,15.387178555583235,1463.9026416417498,0.5780036269270018,4,1.0563686081278838,0.4,285.4247832955875,0.9748525566044293,216.06656095475972,0.38418259217318335,1.0311637257310267,0.003349557522123894,1.0151898734177216,1.1281373844121532,1.4388876199130285,1.4417962471603525,1.0,310.8954996349875,311.52395672141614,216.06656095475972,True,local,False,True
young2006_02,young2006,young2006_A,experimental,duplex,duplex,cold_formed,226000,757.0,3.0,measured,,,854.0,SHS,40.0,40.1,1.937,,,1000.0,fixed-fixed,500.0,reported,-,symmetric,0.419,0.0,,,,,0.419,0.000838,197.8,global_flexural,295.299524,71817.5171477514,71535.90628808095,15.564338531601036,638.2521103652307,0.5780036269270018,4,1.0539544042113902,0.4,287.1187015098782,0.9722965266611069,217.34885704297778,0.5835560159833764,0.9100576956836159,0.003349557522123894,1.0025,1.1281373844121532,1.0223638954493564,1.029465402740877,0.8858976269519747,222.20962415792403,223.75312865101841,192.54883667509802,True,interactive,False,True
young2006_03,young2006,young2006_A,experimental,duplex,duplex,cold_formed,226000,757.0,3.0,measured,,,854.0,SHS,40.0,40.1,1.924,,,1501.0,fixed-fixed,750.5,reported,-,symmetric,0.127,0.0,,,,,0.127,0.0001692205196535643,136.0,global_flexural,293.417696,71405.91178946591,71126.00346562268,15.569370444930597,281.66650046756774,0.5780036269270018,4,1.0618372693644007,0.4,284.07079873185,0.9681447390679874,215.04159464001043,0.8737629731401729,0.6324357863308737,0.003349557522123894,1.0025,1.1281373844121532,0.6987360468790078,0.7020261009568638,0.6758487942479893,150.25731375331893,150.96481222867294,145.3356024506159,True,interactive,False,True
young2006_04,young2006,young2006_A,experimental,duplex,duplex,cold_formed,226000,757.0,3.0,measured,,,854.0,SHS,40.0,40.1,1.916,,,2000.0,fixed-fixed,1000.0,reported,-,symmetric,0.241,0.0,,,,,0.241,0.000241,106.3,global_flexural,292.2589760000001,71152.17530079906,70873.31590758623,15.57246799620651,158.08509947589596,0.5780036269270018,4,1.0667414318186743,0.4,282.1968290409479,0.9655711277143043,213.62299958399754,1.1624613870274134,0.49760559587219144,0.003349557522123894,1.0025,1.1281373844121532,0.5068204111488831,0.4597356679552632,0.48237318612533714,108.26849648001932,98.21011240435602,103.04600693898446,True,interactive,False,True
young2006_05,young2006,young2006_A,experimental,duplex,duplex,cold_formed,226000,757.0,3.0,measured,,,854.0,SHS,40.0,40.2,1.918,,,2500.0,fixed-fixed,1250.0,reported,-,symmetric,1.168,0.0,,,,,1.168,0.0009343999999999999,71.3,global_flexural,292.9323039999997,71635.42088314854,71075.71471407334,15.576754816828021,101.46339597189461,0.5780036269270018,4,1.0684497633000096,0.4,282.8093751894156,0.9654427706594487,214.0866970183876,1.452580279806589,0.3330426457739041,0.003349557522123894,1.0050000000000001,1.1281373844121532,0.3775407986704849,0.30916145234459164,0.3451181932136106,80.82646257704818,66.18735417786127,73.88521406605561,True,interactive,False,True
young2006_06,young2006,young2006_A,experimental,duplex,duplex,cold_formed,226000,757.0,3.0,measured,,,854.0,SHS,40.0,40.2,1.94,,,3000.0,fixed-fixed,1500.0,reported,-,symmetric,2.158,0.0,,,,,2.158,0.0014386666666666667,52.1,global_flexural,296.12160000000017,72336.49157632003,71771.00609792002,15.568238402599302,71.14996662664409,0.5780036269270018,4,1.0550551721463235,0.4,287.9720732020092,0.9724791207463725,217.99485941392095,1.7503938384894835,0.23899646138478137,0.003349557522123894,1.0050000000000001,1.1281373844121532,0.2849422819089781,0.2212329888399498,0.25317204570811813,62.115952685829505,48.227654299886396,55.19020451167598,True,interactive,False,True
young2006_07,young2006,young2006_B,experimental,duplex,duplex,cold_formed,200000,622.0,5.0,measured,,,770.0,SHS,50.2,50.0,1.533,,,1499.0,fixed-fixed,749.5,reported,-,symmetric,0.837,0.0,,,,,0.837,0.0011167444963308872,156.8,interactive,297.81284400000004,117556.21174553758,116832.77876871444,19.80663238608555,410.5359303452747,0.5998519696940723,4,1.6695893965450639,0.4,212.20025249612746,0.7125288810449271,131.9885570525913,0.5670123967493994,1.187981772825371,0.00311,1.004,1.2379421221864952,0.925620993028222,0.9276806563110334,0.8968657790916207,122.17137924738168,122.44323123209416,118.37602005215112,True,interactive,False,True
young2006_08,young2006,young2006_B,experimental,duplex,duplex,cold_formed,200000,622.0,5.0,measured,,,770.0,SHS,50.2,50.1,1.533,,,2000.0,fixed-fixed,1000.0,reported,-,symmetric,1.333,0.0,,,,,1.333,0.001333,124.7,global_flexural,298.1194440000004,117737.81554385344,117375.3537568318,19.842359133155654,231.68966160356948,0.5998519696940723,4,1.6695893965450639,0.4,212.24761687422773,0.711954960154251,132.01801769576963,0.7548545480650073,0.9445680383367541,0.00311,1.001996007984032,1.2379421221864952,0.7866120918308652,0.7843800419064398,0.7644794745374578,103.84696905903353,103.5522982526129,100.92506479753877,True,interactive,False,True
young2006_09,young2006,young2006_B,experimental,duplex,duplex,cold_formed,200000,622.0,5.0,measured,,,770.0,SHS,50.2,50.2,1.543,,,2500.0,fixed-fixed,1250.0,reported,-,symmetric,3.226,0.0,,,,,3.226,0.0025808,95.1,global_flexural,300.31100400000014,118617.06549306936,118617.06549306936,19.874122613757482,149.85004948924185,0.5998519696940723,4,1.658065133264893,0.4,214.76108171343537,0.7151289125370687,133.5813928257568,0.9441576978914383,0.7119255009120032,0.00311,1.0,1.2379421221864952,0.674127328003353,0.6391535836102428,0.6244464258786517,90.0508674165937,85.37902592823004,83.41442331393601,True,interactive,False,True
young2006_10,young2006,young2006_B,experimental,duplex,duplex,cold_formed,200000,622.0,5.0,measured,,,770.0,SHS,50.2,50.1,1.539,,,3000.0,fixed-fixed,1500.0,reported,-,symmetric,3.44,0.0,,,,,3.44,0.0022933333333333334,72.4,global_flexural,299.24931600000036,118155.84350908578,117792.05191970647,19.839988240026827,103.33875147022944,0.5998519696940723,4,1.6626568670162905,0.4,213.7256516290137,0.714205982108288,132.9373553132465,1.1342059264164213,0.5446174239693613,0.00311,1.001996007984032,1.2379421221864952,0.575088255989712,0.49685360749320134,0.4989081248146739,76.45071182297961,66.05040455799202,66.32352665715385,True,interactive,False,True
young2006_11,young2006,young2006_C,experimental,duplex,duplex,cold_formed,212000,486.0,6.0,measured,,,736.0,RHS,80.0,139.9,3.066,,,2200.0,fixed-fixed,1100.0,reported,minor,reported,0.394,0.0,,,,,0.394,0.0003581818181818182,525.1,interactive,1310.8253760000007,3519783.70337791,1476029.518070319,33.55637980338427,2552.379681544744,0.6986731917606183,4,2.034078120101721,0.4,951.1300282369317,0.7255962889117362,462.2491937231488,0.4255645482513663,1.13596736809993,0.002292452830188679,1.74875,1.51440329218107,0.9767294702945711,0.9773746502452244,0.9849826035931634,451.4924101293037,451.7906440412995,455.30741434226763,True,interactive,False,True
young2006_12,young2006,young2006_C,experimental,duplex,duplex,cold_formed,212000,486.0,6.0,measured,,,736.0,RHS,79.9,140.1,3.011,,,3000.0,fixed-fixed,1500.0,reported,minor,reported,0.927,0.0,,,,,0.927,0.0006180000000000001,513.5,interactive,1288.575515999999,3470583.5113567286,1449933.2597708274,33.544325878152634,1348.3452215853508,0.6986731917606183,4,2.0760332861434434,0.4,921.6428932950579,0.7152416617041004,447.91844614139814,0.5763667564866097,1.14641405019944,0.002292452830188679,1.7534418022528158,1.51440329218107,0.8620495532487112,0.8623921495961777,0.8906821735450503,386.1278963880492,386.2813516116601,398.95297518014206,True,interactive,False,True
young2006_13,young2006,young2006_D,experimental,duplex,duplex,cold_formed,208000,536.0,5.0,measured,,,766.0,RHS,80.8,160.1,2.864,,,2200.0,fixed-fixed,1100.0,reported,minor,reported,0.33,0.0,,,,,0.33,0.00030000000000000003,515.3,interactive,1347.0652160000009,4616935.884278551,1595131.6445066787,34.41152776806652,2706.289426594648,0.6589820065855772,4,2.664302825023928,0.4,817.9859993572572,0.6072356331686741,438.4404956554898,0.40250215473488743,1.1753020195582105,0.002576923076923077,1.9814356435643565,1.4291044776119404,1.0568212628701494,1.0578043455490327,0.998539461587983,463.35323831204903,463.7842615690489,437.8001364702012,True,interactive,False,True
young2006_14,young2006,young2006_D,experimental,duplex,duplex,cold_formed,208000,536.0,5.0,measured,,,766.0,RHS,80.9,160.4,2.878,,,3000.0,fixed-fixed,1500.0,reported,minor,reported,0.762,0.0,,,,,0.762,0.000508,439.4,interactive,1355.7912639999995,4662889.636375472,1609238.858565757,34.45195250999209,1468.2535962436261,0.6589820065855772,4,2.6560139583608486,0.4,825.4001867768754,0.6087959177002602,442.4145001124052,0.5489264270990863,0.993186253814829,0.002576923076923077,1.9826946847960445,1.4291044776119404,0.9090973728741657,0.9105537707453535,0.9086875985080555,402.1978597736249,402.8421913097712,402.01656965228335,True,interactive,False,True
yuan2015_01,yuan2015,yuan2015_A,experimental,1.4301,austenitic,welded,188600,312.6,5.8,measured,354.4,,695.7,I,245.5,252.7,6.0,6.0,6.0,2938.0,pin-pin,3278.0,reported,minor,reported,0.28,-1.86,,,,,1.58,0.00048200122025625385,842.9,interactive,4390.2,51805540.056499995,14800678.975,58.06289244881427,2563.92415703069,0.8216760739762626,4,2.208162068798848,0.2,2919.418238876819,0.6649852487077625,912.6101414728937,0.5966093539552507,0.9236145443656959,0.0016574761399787913,1.0293279022403259,2.22552783109405,0.806006752146186,0.8052071201410872,0.7123464557078679,735.5699361042384,734.8401838269389,650.0945997212717,True,interactive,False,True
yuan2015_02,yuan2015,yuan2015_A,experimental,1.4301,austenitic,welded,188600,312.6,5.8,measured,354.4,,695.7,I,305.0,313.3,6.0,6.0,6.0,3137.1,pin-pin,3477.1,reported,minor,reported,0.39,-0.42,,,,,0.02999999999999997,8.627879554801407e-06,990.5,interactive,5467.8,100093701.94849992,28378048.400000002,72.04186583310546,4369.0759753918865,0.8216760739762626,4,2.756745129732174,0.2,3049.919984573209,0.5577965515514849,953.4049871775852,0.4671366169818596,1.0389079282375364,0.0016574761399787913,1.0272131147540984,2.22552783109405,0.8953956160079248,0.8957830911330459,0.8024882419418955,853.6746457989016,854.0440665155993,765.0962920187758,True,interactive,False,True
yuan2015_03,yuan2015,yuan2015_A,experimental,1.4301,austenitic,welded,188600,312.6,5.8,measured,354.4,,695.7,I,245.5,373.1,6.0,6.0,6.0,2888.5,pin-pin,3228.5,reported,minor,reported,0.6,-1.64,,,,,1.04,0.00032213102059780083,893.5,interactive,5112.6,122803847.0305001,14802846.174999999,53.80860155821579,2643.5350833281805,0.8216760739762626,4,2.3858175089187994,0.2,3000.8857832920908,0.5869588435027365,938.0768958571076,0.5956987388254483,0.9524805524430081,0.0016574761399787913,1.519755600814664,2.22552783109405,0.8065634590005991,0.8057831520573305,0.7129687076949073,756.6185459310535,755.8865580158964,668.8194721576922,True,interactive,False,True
yuan2015_04,yuan2015,yuan2015_A,experimental,1.4301,austenitic,welded,188600,312.6,5.8,measured,354.4,,695.7,I,173.5,434.1,6.0,6.0,6.0,2037.4,pin-pin,2377.4,reported,minor,reported,-0.5,-1.76,,,,,2.26,0.0009506183225372254,716.9,interactive,4614.6,133000520.93549998,5230338.175,33.666491077365265,1722.5295729604002,0.8216760739762626,4,2.7888495444880235,0.2,2848.679793640211,0.6173188995016275,890.49730349193,0.7190067391454142,0.8050557785956247,0.0016574761399787913,2.5020172910662826,2.22552783109405,0.7375020362704326,0.730595998662619,0.6307888897977582,656.7435746186278,650.5937667510559,561.7158054375718,True,interactive,False,True
yuan2015_05,yuan2015,yuan2015_A,experimental,1.4301,austenitic,welded,188600,312.6,5.8,measured,354.4,,695.7,I,198.0,494.9,6.0,6.0,6.0,2137.6,pin-pin,2477.6,reported,minor,reported,-0.14,-6.49,,,,,6.63,0.0026759767516951888,737.3,interactive,5273.4,198291222.13449988,7771084.2,38.38799679421083,2356.4632094437093,0.8216760739762626,4,3.190560163547184,0.2,2940.818348783711,0.557670259943056,919.2998158297881,0.6245946424944168,0.8020234392568548,0.0016574761399787913,2.499494949494949,2.22552783109405,0.7892838690813121,0.7877588051795767,0.6933211653226616,725.5885154838728,724.1865245198788,637.3700195920169,True,interactive,False,True
yuan2015_06,yuan2015,yuan2015_B,experimental,1.4462,duplex,welded,193200,605.6,7.4,measured,665.0,,797.9,I,245.0,253.3,6.0,6.0,6.0,2935.1,pin-pin,3275.1,reported,minor,reported,0.54,-1.14,,,,,0.5999999999999999,0.00018320051296143625,1290.1,interactive,4387.8,51984357.6485,14710468.4,57.9015032103954,2615.075541705782,0.597495875302887,4,3.0303239494133996,0.2,2272.0060095903527,0.5178007223643631,1375.9268394079177,0.7253632552090458,0.9376225269035013,0.0031345755693581783,1.0338775510204081,1.3175363276089826,0.8193883785385174,0.8155782093642766,0.6266857651146023,1127.4184619300806,1122.1759479005582,862.2737640960673,True,interactive,False,True
yuan2015_07,yuan2015,yuan2015_B,experimental,1.4462,duplex,welded,193200,605.6,7.4,measured,665.0,,797.9,I,305.0,313.1,6.0,6.0,6.0,3139.9,pin-pin,3479.9,reported,minor,reported,-0.18,2.46,,,,,2.28,0.0006551912411276186,1444.6,interactive,5466.6,99954050.31549986,28378044.8,72.04976795963574,4468.438750443243,0.597495875302887,4,3.7910747316929143,0.2,2341.074155656911,0.42825049494327566,1417.7545086658251,0.5632777724632854,1.0189352184529024,0.0031345755693581783,1.0265573770491805,1.3175363276089826,0.9045398298986997,0.9051172263881843,0.7352435586800649,1282.4154221067001,1283.2340285829546,1042.394870286168,True,interactive,False,True
yuan2015_08,yuan2015,yuan2015_B,experimental,1.4462,duplex,welded,193200,605.6,7.4,measured,665.0,,797.9,I,245.0,374.0,6.0,6.0,6.0,2886.9,pin-pin,3226.9,reported,minor,reported,0.19,-0.97,,,,,0.78,0.0002417180575784809,1322.3,interactive,5112.0,123264424.0,14712641.0,53.647550396423284,2694.179277181593,0.597495875302887,4,3.289152676478857,0.2,2314.9766312160664,0.4528514536807642,1401.94984786445,0.7213615556470453,0.9431863786099207,0.0031345755693581783,1.526530612244898,1.3175363276089826,0.8213391938966874,0.8177895913698302,0.629267110017301,1151.476357928571,1146.4999932060641,882.2009291548572,True,interactive,False,True
yuan2015_09,yuan2015,yuan2015_B,experimental,1.4462,duplex,welded,193200,605.6,7.4,measured,665.0,,797.9,I,172.9,434.1,6.0,6.0,6.0,2039.3,pin-pin,2379.3,reported,minor,reported,-2.08,-3.98,,,,,6.0600000000000005,0.002546967595511285,1015.2,interactive,4607.400000000001,132670614.0374999,5176341.289,33.51841643563246,1743.5377744868615,0.597495875302887,4,3.8352247092312863,0.2,2233.6212557926247,0.4847899587169823,1352.6810325080135,0.880809559999041,0.7505095256031734,0.0031345755693581783,2.5106998264893003,1.3175363276089826,0.7464717716476557,0.7196011048233897,0.5317092304252306,1009.7382068104368,973.39076546641,719.2329908056421,True,interactive,False,True
yuan2015_10,yuan2015,yuan2015_B,experimental,1.4462,duplex,welded,193200,605.6,7.4,measured,665.0,,797.9,I,196.9,493.8,6.0,6.0,6.0,2140.5,pin-pin,2480.5,reported,minor,reported,0.14,-3.95,,,,,3.81,0.001535980649062689,1255.8,interactive,5253.6,196483883.90399995,7642408.609000001,38.140521362004144,2368.4196666909315,0.597495875302887,4,4.3776623191367765,0.2,2281.751895002681,0.4343215880544162,1381.8289476136238,0.7638319385875636,0.9087955511199328,0.0031345755693581783,2.5078720162519046,1.3175363276089826,0.8008875010590346,0.7938852610400923,0.6021878029316269,1106.6895327453108,1097.0136347889977,832.1205379907702,True,interactive,False,True
